	mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	2_NPC_DMSO	4_NPC_DMSO	5_NPC_DMSO
ENSMUSG00000037716.15	10	16	20	58	72	36
ENSMUSG00000037720.16	10480	8074	9396	14268	12899	11392
ENSMUSG00000037722.8	6648	6512	4140	1848	1792	1011
ENSMUSG00000037725.8	15002	8483	12756	3314	5481	2286
ENSMUSG00000037727.6	2	3	1	0	1	0
ENSMUSG00000037730.13	3222	2412	2280	4108	3336	3137
ENSMUSG00000037731.5	84	87	50	10	4	4
ENSMUSG00000037735.7	19	13	14	260	187	261
ENSMUSG00000037736.18	2135	976	2101	3220	2966	2122
ENSMUSG00000037737.6	21	17	22	18	16	16
ENSMUSG00000037738.11	53	56	42	12	13	2
ENSMUSG00000037740.8	2260	2074	1806	2614	2356	2375
ENSMUSG00000037742.14	1357143	954013	1013913	587625	525155	418243
ENSMUSG00000037747.9	467	411	362	10205	10300	10695
ENSMUSG00000037750.16	2094	1535	1800	4696	4473	4797
ENSMUSG00000037752.4	1993	1721	1286	765	804	470
ENSMUSG00000037754.13	1002	296	1327	470	715	315
ENSMUSG00000037759.6	2	9	3	6	9	2
ENSMUSG00000037761.16	2624	1807	2091	1984	1804	2046
ENSMUSG00000037762.6	947	1083	593	285	239	103
ENSMUSG00000037771.11	16	22	17	2589	2515	3525
ENSMUSG00000037772.13	6044	4046	4666	1620	1391	1132
ENSMUSG00000037773.14	3672	2240	3249	2408	2263	1751
ENSMUSG00000037780.3	0	0	0	0	1	0
ENSMUSG00000037784.14	2878	1176	3363	1258	1581	862
ENSMUSG00000037787.14	4006	2781	3280	1790	1659	1591
ENSMUSG00000037788.14	2555	1055	3447	20293	15765	17179
ENSMUSG00000037790.3	0	0	0	0	0	0
ENSMUSG00000037791.15	6835	5553	5929	9620	9392	7675
ENSMUSG00000037795.14	8737	5818	7988	9576	10651	7320
ENSMUSG00000037797.14	0	0	1	3	4	3
ENSMUSG00000037798.7	59	8	77	0	2	3
ENSMUSG00000037801.13	2	3	4	11	14	19
ENSMUSG00000037805.14	139117	113408	100723	28570	28596	18055
ENSMUSG00000037808.13	6643	5660	5350	5365	5563	4641
ENSMUSG00000037813.13	64	45	64	339	417	214
ENSMUSG00000037815.6	61137	37366	54143	9590	15765	9028
ENSMUSG00000037816.10	1604	1243	1675	1109	1191	837
ENSMUSG00000037818.16	280	337	197	1181	1290	1175
ENSMUSG00000037820.15	3642	2454	3153	875	3029	1086
ENSMUSG00000037822.12	3389	1855	3069	5995	4982	5138
ENSMUSG00000037824.6	10261	8876	9941	5053	7023	6118
ENSMUSG00000037826.5	1367	958	1103	1350	1267	1225
ENSMUSG00000037827.5	173	146	139	58	89	40
ENSMUSG00000037833.14	58	45	16	493	509	545
ENSMUSG00000037843.6	21	54	22	2134	1304	1181
ENSMUSG00000037845.14	1565	1255	1265	723	674	555
ENSMUSG00000037846.18	2431	1880	1701	455	680	481
ENSMUSG00000037847.13	1661	1391	1282	405	506	224
ENSMUSG00000037849.8	0	0	0	0	0	0
ENSMUSG00000037851.13	21642	18566	15478	13358	14512	11222
ENSMUSG00000037852.8	4731	1854	6306	44701	39108	36924
ENSMUSG00000037855.15	5222	1879	4560	522	564	188
ENSMUSG00000037857.16	11644	8880	8453	8151	5759	3725
ENSMUSG00000037860.15	3934	4022	1625	570	453	238
ENSMUSG00000037868.15	14	11	18	19	16	10
ENSMUSG00000037872.5	6	4	5	1906	1696	1517
ENSMUSG00000037876.17	14480	11630	13776	14776	12077	10266
ENSMUSG00000037884.6	0	0	0	0	0	0
ENSMUSG00000037885.18	4614	2960	3998	3480	3538	2637
ENSMUSG00000037887.11	457	327	584	22314	15883	17151
ENSMUSG00000037890.13	1663	1161	1531	2661	2493	2169
ENSMUSG00000037892.13	273	124	337	5469	4919	2815
ENSMUSG00000037894.13	38267	38375	26133	21006	22975	18595
ENSMUSG00000037896.17	5232	3235	4586	3826	4883	3559
ENSMUSG00000037902.18	1681	1049	2377	2944	1649	1442
ENSMUSG00000037904.14	709	693	401	216	276	207
ENSMUSG00000037905.13	10352	8370	8993	6177	5938	5935
ENSMUSG00000037907.16	628	604	761	11869	11034	10971
ENSMUSG00000037910.2	4	5	0	11	1	1
ENSMUSG00000037913.12	3	4	2	4	3	3
ENSMUSG00000037916.13	11645	10446	8318	9437	8562	7380
ENSMUSG00000037921.15	67	101	114	29	32	14
ENSMUSG00000037922.13	0	0	0	1	0	0
ENSMUSG00000037924.6	0	0	0	0	0	0
ENSMUSG00000037926.15	606	518	572	9401	6286	6283
ENSMUSG00000037933.16	3286	2275	3032	7394	6967	7096
ENSMUSG00000037935.16	12029	6929	11399	29073	24475	27307
ENSMUSG00000037936.15	11234	8924	11007	1017	1703	719
ENSMUSG00000037938.4	4456	2517	3330	1055	1056	833
ENSMUSG00000037940.17	19	9	16	487	186	117
ENSMUSG00000037942.5	4	5	1	0	18	12
ENSMUSG00000037944.8	51	33	55	33	12	1
ENSMUSG00000037946.11	85	68	97	374	751	406
ENSMUSG00000037949.8	3081	1469	4377	4006	5169	3884
ENSMUSG00000037953.7	0	0	0	0	3	0
ENSMUSG00000037957.14	2679	2211	1926	2515	2214	2356
ENSMUSG00000037958.13	2342	1576	1823	2727	2573	2034
ENSMUSG00000037960.11	1687	1115	1667	296	450	180
ENSMUSG00000037962.7	284	68	347	48	81	41
ENSMUSG00000037965.14	6494	5424	5797	7222	8738	6166
ENSMUSG00000037966.15	3264	3015	2579	403	868	232
ENSMUSG00000037971.10	662	279	753	1458	1406	1685
ENSMUSG00000037972.7	3188	1979	3021	15217	11345	14139
ENSMUSG00000037973.6	5	1	4	18	7	2
ENSMUSG00000037974.16	4	0	0	1	3	2
ENSMUSG00000037977.6	61	68	76	800	527	603
ENSMUSG00000037979.13	1472	1224	1070	1783	1513	2011
ENSMUSG00000037982.16	11	10	7	29	25	10
ENSMUSG00000037984.9	0	0	0	1346	550	291
ENSMUSG00000037989.15	1669	1112	1460	14284	11382	12204
ENSMUSG00000037990.18	84	51	70	884	411	443
ENSMUSG00000037991.9	605	638	361	182	261	141
ENSMUSG00000037992.16	3091	2419	2384	3907	4624	5219
ENSMUSG00000037993.8	4945	3516	4675	6120	7325	4634
ENSMUSG00000037994.14	267	272	249	14	11	2
ENSMUSG00000037995.15	9917	4249	11788	8760	9871	9252
ENSMUSG00000037996.17	1	2	7	143	91	117
ENSMUSG00000037997.12	1445	1241	1231	5458	4432	5217
ENSMUSG00000037999.13	3921	1668	4022	665	1014	385
ENSMUSG00000038000.10	2669	2220	2237	4259	4886	3597
ENSMUSG00000038002.8	4752	3255	4112	6729	7633	6846
ENSMUSG00000038005.15	9006	5817	8058	4253	4666	3021
ENSMUSG00000038007.14	2746	2262	2445	1164	1002	645
ENSMUSG00000038009.7	584	653	532	66	363	27
ENSMUSG00000038010.9	2098	1799	1415	664	731	545
ENSMUSG00000038011.15	410	358	210	194	208	140
ENSMUSG00000038013.14	5147	2991	4484	4135	3917	3311
ENSMUSG00000038014.7	24849	18102	20515	11591	14691	7994
ENSMUSG00000038015.6	0	0	0	0	0	0
ENSMUSG00000038020.5	419	253	393	1809	1326	1230
ENSMUSG00000038022.11	724	334	794	635	503	404
ENSMUSG00000038023.12	4742	3886	4042	6085	6349	5310
ENSMUSG00000038024.17	3488	2404	2977	2412	2377	1691
ENSMUSG00000038025.8	2142	1264	2266	10322	9179	9357
ENSMUSG00000038026.12	9	23	26	246	131	133
ENSMUSG00000038028.9	4741	4125	3131	2155	1980	1903
ENSMUSG00000038034.15	8469	8394	8604	8104	11173	9408
ENSMUSG00000038037.5	365	219	385	107	149	59
ENSMUSG00000038039.13	2322	1648	1963	4875	3953	3624
ENSMUSG00000038042.10	1360	818	1258	2687	2301	1631
ENSMUSG00000038044.8	0	0	0	2	0	3
ENSMUSG00000038045.14	488	608	189	35	20	3
ENSMUSG00000038046.4	982	798	696	815	693	440
ENSMUSG00000038047.18	10673	7954	7898	2887	3729	2265
ENSMUSG00000038048.8	0	0	0	118	36	16
ENSMUSG00000038055.12	608	386	586	1094	1049	1171
ENSMUSG00000038056.15	3965	4095	2547	14304	11918	10611
ENSMUSG00000038057.4	18	4	7	4	10	3
ENSMUSG00000038058.14	1510	1555	958	342	237	58
ENSMUSG00000038059.6	560	396	397	128	126	48
ENSMUSG00000038060.15	228	227	179	74	103	57
ENSMUSG00000038064.7	0	0	0	0	0	0
ENSMUSG00000038065.13	810	870	640	13177	8755	12242
ENSMUSG00000038067.2	2	0	1	2	4	2
ENSMUSG00000038068.15	333	196	333	92	132	85
ENSMUSG00000038069.6	2331	1587	1816	4414	4304	3366
ENSMUSG00000038070.15	310	318	185	1751	1261	1026
ENSMUSG00000038071.3	0	0	0	0	0	0
ENSMUSG00000038072.14	2136	1850	2113	2752	2736	2461
ENSMUSG00000038074.16	737	630	607	1386	1573	861
ENSMUSG00000038077.7	174	68	192	922	662	490
ENSMUSG00000038079.14	3198	2384	2929	1957	1913	1568
ENSMUSG00000038080.17	2519	2013	1797	3269	3180	3395
ENSMUSG00000038084.16	7631	5240	6971	11138	9140	8483
ENSMUSG00000038085.13	365	271	296	296	296	218
ENSMUSG00000038086.4	2473	619	2765	4	20	1
ENSMUSG00000038092.6	0	0	0	0	0	0
ENSMUSG00000038094.15	0	0	0	44	8	4
ENSMUSG00000038095.15	16016	13336	11268	18556	17026	16603
ENSMUSG00000038102.15	5369	4106	4364	7528	8253	5812
ENSMUSG00000038112.15	69	158	39	2126	837	556
ENSMUSG00000038115.16	4	0	1	5	7	2
ENSMUSG00000038116.16	7900	6356	5523	8854	7911	7076
ENSMUSG00000038119.15	6486	3218	6452	4107	3369	3107
ENSMUSG00000038121.6	3705	2705	3197	3355	2701	2166
ENSMUSG00000038122.9	1600	1085	1483	979	818	625
ENSMUSG00000038126.17	2607	1910	1737	3340	3734	3365
ENSMUSG00000038127.14	12433	8322	14703	22814	20821	20315
ENSMUSG00000038128.6	14	11	21	1424	973	1174
ENSMUSG00000038132.6	132	112	108	313	330	318
ENSMUSG00000038135.4	117	79	94	8	9	2
ENSMUSG00000038141.11	5846	2876	6324	3168	3307	2293
ENSMUSG00000038143.16	828	524	881	31685	26723	24806
ENSMUSG00000038145.17	1099	743	1138	3993	2983	2891
ENSMUSG00000038146.7	35188	16449	51900	5374	7943	4485
ENSMUSG00000038147.13	2	5	10	0	0	0
ENSMUSG00000038148.13	1	0	1	0	0	0
ENSMUSG00000038150.7	4536	2883	4461	6585	5742	5106
ENSMUSG00000038151.13	1476	1022	890	282	286	71
ENSMUSG00000038152.4	102	35	123	197	111	105
ENSMUSG00000038155.10	1978	1810	510	189	121	39
ENSMUSG00000038156.16	1037	244	1899	4294	3310	1725
ENSMUSG00000038160.7	4430	3320	3339	3091	2707	2624
ENSMUSG00000038165.8	1	0	0	0	0	0
ENSMUSG00000038167.6	358	200	442	24	180	31
ENSMUSG00000038168.5	178	113	282	829	2296	198
ENSMUSG00000038170.15	2302	1644	2420	11482	9804	8387
ENSMUSG00000038172.14	5480	6087	3190	1684	952	400
ENSMUSG00000038173.15	1	0	0	3	11	3
ENSMUSG00000038174.14	1871	1526	1575	3278	2304	2168
ENSMUSG00000038175.10	618	533	430	787	792	452
ENSMUSG00000038178.16	3592	2137	4258	3395	2763	2278
ENSMUSG00000038179.13	1	1	0	0	1	0
ENSMUSG00000038180.11	854	446	699	694	749	581
ENSMUSG00000038181.16	3122	1566	3216	3282	4301	2543
ENSMUSG00000038187.14	3742	2821	2575	4226	3578	3567
ENSMUSG00000038188.17	324	165	323	42	39	39
ENSMUSG00000038192.5	0	0	0	6	4	0
ENSMUSG00000038193.4	6	3	0	262	200	6
ENSMUSG00000038195.6	45	29	36	50	92	56
ENSMUSG00000038199.12	42	15	50	21	12	14
ENSMUSG00000038201.10	20	18	37	0	2	0
ENSMUSG00000038203.18	27	20	17	5	11	1
ENSMUSG00000038204.13	34	15	27	2	2	0
ENSMUSG00000038205.12	3017	2091	2605	2098	2257	1485
ENSMUSG00000038206.13	1624	1478	1293	2119	2060	1537
ENSMUSG00000038208.13	951	692	1031	863	884	639
ENSMUSG00000038209.12	0	0	0	0	2	0
ENSMUSG00000038210.10	7	4	3	0	4	3
ENSMUSG00000038212.16	10735	9080	9567	3897	4417	2940
ENSMUSG00000038213.7	480	179	761	96	107	86
ENSMUSG00000038214.15	3798	3836	2850	3394	3562	2501
ENSMUSG00000038215.15	4217	3521	3719	2198	2404	1498
ENSMUSG00000038216.7	10	10	3	0	1	0
ENSMUSG00000038217.13	694	459	796	93	80	29
ENSMUSG00000038218.3	0	0	0	0	0	0
ENSMUSG00000038224.12	10	8	12	21	99	27
ENSMUSG00000038225.15	6786	5785	5678	1469	1934	839
ENSMUSG00000038227.15	12	5	8	77	62	8
ENSMUSG00000038233.9	0	4	1	41	19	9
ENSMUSG00000038235.4	23546	14714	23774	863	2911	352
ENSMUSG00000038236.8	30	18	16	4993	5483	1987
ENSMUSG00000038239.11	1099	743	1606	11	51	20
ENSMUSG00000038240.13	764	663	662	756	697	607
ENSMUSG00000038241.16	5654	4105	5085	4905	5586	3800
ENSMUSG00000038242.12	17	9	11	57	21	5
ENSMUSG00000038244.13	469	296	331	434	1642	274
ENSMUSG00000038246.7	1	6	1	3	1	0
ENSMUSG00000038248.8	30	40	13	4100	2521	3178
ENSMUSG00000038250.9	3750	3189	2855	4971	5389	3608
ENSMUSG00000038252.13	27080	21208	22125	13392	15889	12622
ENSMUSG00000038253.6	22	11	21	12392	8741	19260
ENSMUSG00000038255.6	0	0	0	347	204	134
ENSMUSG00000038256.15	3534	2059	3508	15624	12239	12885
ENSMUSG00000038257.9	0	0	0	102	62	92
ENSMUSG00000038259.4	39	17	17	41	30	9
ENSMUSG00000038260.10	4120	3378	4968	774	845	465
ENSMUSG00000038264.8	293	252	312	2938	2503	2533
ENSMUSG00000038267.15	7185	2267	8884	10604	7450	6348
ENSMUSG00000038268.4	1253	1034	1025	1148	1196	923
ENSMUSG00000038271.17	1507	876	1068	2163	2174	2224
ENSMUSG00000038274.12	60016	49572	44567	17287	16513	15340
ENSMUSG00000038276.12	117	75	103	63	69	38
ENSMUSG00000038279.10	12563	10026	8748	5003	4826	3046
ENSMUSG00000038280.12	4803	4149	4193	3029	3178	2349
ENSMUSG00000038286.11	1195	948	1069	884	709	587
ENSMUSG00000038290.15	3943	2616	3502	7028	6067	6138
ENSMUSG00000038291.16	1420	1609	991	2853	3744	2208
ENSMUSG00000038292.14	977	725	665	87	127	62
ENSMUSG00000038295.14	3687	1553	3943	105	124	69
ENSMUSG00000038296.14	582	291	748	530	309	300
ENSMUSG00000038298.14	598	702	243	167	92	15
ENSMUSG00000038299.15	12073	10198	8521	4668	4436	3090
ENSMUSG00000038300.6	17	6	14	0	0	0
ENSMUSG00000038301.15	6745	6229	4487	2913	2965	2234
ENSMUSG00000038302.14	1445	922	1244	484	548	408
ENSMUSG00000038304.14	10	9	10	7	1	5
ENSMUSG00000038305.15	841	276	1224	1845	1307	1476
ENSMUSG00000038311.13	519	519	231	38	10	5
ENSMUSG00000038312.10	6965	5302	6876	3196	4270	2670
ENSMUSG00000038319.14	1043	1111	1032	3733	3678	4541
ENSMUSG00000038323.3	1406	1294	882	1400	1039	898
ENSMUSG00000038324.13	9857	5833	10051	17607	16160	14673
ENSMUSG00000038327.8	98	129	147	138	1404	290
ENSMUSG00000038330.10	0	0	0	0	0	0
ENSMUSG00000038331.15	576	672	228	391	604	432
ENSMUSG00000038332.13	2327	1394	2190	2914	2486	2424
ENSMUSG00000038335.13	10598	8767	7428	6357	5870	3377
ENSMUSG00000038342.15	4853	3671	4332	8326	7307	7292
ENSMUSG00000038344.14	5070	4989	3418	2503	2213	1952
ENSMUSG00000038346.18	3496	3099	2785	7236	7627	6590
ENSMUSG00000038347.14	474	278	477	882	714	875
ENSMUSG00000038349.10	19	10	11	2108	1490	1508
ENSMUSG00000038351.14	4231	1844	4713	5760	5389	5398
ENSMUSG00000038352.15	247	297	172	89	86	39
ENSMUSG00000038354.13	706	1427	276	288	185	28
ENSMUSG00000038357.10	1	0	2	0	1	0
ENSMUSG00000038365.8	2271	1497	2213	5315	4751	3892
ENSMUSG00000038366.15	28363	19728	25471	16066	18944	13864
ENSMUSG00000038368.16	2861	2390	2111	1825	1652	1284
ENSMUSG00000038369.14	3614	2473	3412	11975	10404	9722
ENSMUSG00000038370.6	43	75	29	1553	1256	920
ENSMUSG00000038371.15	7027	4489	6405	16177	12155	11956
ENSMUSG00000038372.14	1007	731	787	885	863	694
ENSMUSG00000038374.10	16372	12243	11595	8875	8507	7882
ENSMUSG00000038375.15	3538	2809	3350	23624	21153	26016
ENSMUSG00000038379.15	6246	4695	4727	1385	2092	1053
ENSMUSG00000038383.16	4818	3202	5232	2843	3617	2293
ENSMUSG00000038384.16	1423	1233	1367	6170	5298	5402
ENSMUSG00000038387.9	7601	3604	7449	351	587	291
ENSMUSG00000038388.14	5127	3788	4501	2549	2257	1644
ENSMUSG00000038390.11	826	591	743	8267	5136	4830
ENSMUSG00000038393.14	63213	40433	45533	6669	4830	4534
ENSMUSG00000038398.8	3137	2405	2532	3299	3839	2586
ENSMUSG00000038400.15	3433	2111	3387	2586	1983	1573
ENSMUSG00000038402.2	4	4	4	26	51	6
ENSMUSG00000038403.10	127	103	94	5	8	2
ENSMUSG00000038406.17	13010	8076	12160	12402	12612	11245
ENSMUSG00000038408.14	0	0	0	2	3	1
ENSMUSG00000038412.8	5473	5574	3747	3742	4199	3727
ENSMUSG00000038415.10	220	141	200	171	914	55
ENSMUSG00000038416.15	11838	7442	9955	12794	14587	10136
ENSMUSG00000038417.4	2933	2711	2019	2387	2313	2094
ENSMUSG00000038418.7	650	505	913	924	629	265
ENSMUSG00000038421.13	0	0	0	0	0	0
ENSMUSG00000038422.2	110	65	72	271	289	299
ENSMUSG00000038425.17	3274	2305	2451	849	1073	603
ENSMUSG00000038429.10	12805	10967	11032	18866	16949	15558
ENSMUSG00000038437.11	10233	10742	6689	12852	10967	10167
ENSMUSG00000038446.8	5435	3668	4796	3667	4034	3132
ENSMUSG00000038451.13	542	385	676	236	325	210
ENSMUSG00000038453.16	1784	1133	1739	9050	6981	7942
ENSMUSG00000038456.9	5000	2845	5359	5241	5239	4594
ENSMUSG00000038457.17	0	2	4	1	0	0
ENSMUSG00000038459.10	5675	4317	4639	5992	4794	5114
ENSMUSG00000038462.3	10976	9294	8789	7651	7768	7789
ENSMUSG00000038463.8	739	408	977	1005	770	315
ENSMUSG00000038467.15	12094	8047	10964	10105	9282	9489
ENSMUSG00000038473.14	68	42	52	870	572	600
ENSMUSG00000038481.13	2583	2600	1725	9064	5825	6060
ENSMUSG00000038482.11	19561	14674	15215	11945	15672	8427
ENSMUSG00000038485.5	4275	2992	3624	10547	7839	9230
ENSMUSG00000038486.9	1794	780	2223	18417	12350	12718
ENSMUSG00000038489.8	3137	2408	2367	2321	2124	2199
ENSMUSG00000038491.9	4	5	3	6	3	3
ENSMUSG00000038495.14	10698	4976	10565	3181	3893	3014
ENSMUSG00000038496.16	427	271	611	34	51	12
ENSMUSG00000038497.7	1804	1380	1775	2264	2772	1827
ENSMUSG00000038498.3	0	0	0	0	0	0
ENSMUSG00000038500.15	2248	1634	1875	3742	3154	3137
ENSMUSG00000038502.17	14076	10748	13275	17771	17535	21033
ENSMUSG00000038503.15	16063	14019	12206	3964	3970	2641
ENSMUSG00000038506.13	1432	964	1232	3131	3297	2602
ENSMUSG00000038507.6	1389	1419	1290	737	675	197
ENSMUSG00000038508.7	326	209	213	18	48	10
ENSMUSG00000038510.12	6508	5422	4260	2666	2611	2080
ENSMUSG00000038515.10	2295	2466	1247	550	924	467
ENSMUSG00000038517.15	933	629	991	3287	2767	2650
ENSMUSG00000038518.15	21255	28635	13987	19721	16902	18682
ENSMUSG00000038520.15	4656	3814	4518	4577	4581	4093
ENSMUSG00000038521.17	494	868	358	141	137	26
ENSMUSG00000038522.6	17	20	31	7	11	4
ENSMUSG00000038523.10	122	62	150	7	9	4
ENSMUSG00000038524.13	1101	768	967	1843	1704	1388
ENSMUSG00000038525.16	9010	7397	7369	6613	7166	7399
ENSMUSG00000038526.14	513	329	813	168	709	437
ENSMUSG00000038527.9	321	274	178	27	69	12
ENSMUSG00000038528.14	11	2	3	5	4	1
ENSMUSG00000038530.11	43	25	20	2648	1671	2005
ENSMUSG00000038533.15	8552	8287	4947	8618	8578	7746
ENSMUSG00000038534.17	1372	968	1258	1330	1291	997
ENSMUSG00000038535.17	5224	3912	4500	8691	8329	7614
ENSMUSG00000038537.1	0	0	0	0	0	0
ENSMUSG00000038538.17	5205	4025	4724	11713	10763	11747
ENSMUSG00000038539.15	892	802	683	1670	2100	1367
ENSMUSG00000038540.14	107	125	40	109	59	17
ENSMUSG00000038541.7	5	3	18	19	6	4
ENSMUSG00000038542.14	5708	4439	4540	4205	4979	3665
ENSMUSG00000038543.13	302	399	180	170	160	42
ENSMUSG00000038544.14	4005	3233	2774	4003	3897	4021
ENSMUSG00000038545.13	12756	6542	13921	11530	12541	8605
ENSMUSG00000038546.9	11118	7140	8631	7923	7295	6889
ENSMUSG00000038550.10	336	396	206	165	157	235
ENSMUSG00000038552.14	2120	1326	2442	5351	4482	4127
ENSMUSG00000038555.7	1718	1079	1864	5379	4594	4734
ENSMUSG00000038560.7	3299	1056	3448	172	208	91
ENSMUSG00000038563.14	2000	1497	1564	1636	1540	1204
ENSMUSG00000038564.11	2974	2285	2425	3848	3766	2986
ENSMUSG00000038567.5	13	13	8	3	8	4
ENSMUSG00000038569.13	1993	1497	1535	1068	1120	924
ENSMUSG00000038570.15	100	71	87	122	108	78
ENSMUSG00000038572.7	62	37	57	0	3	4
ENSMUSG00000038576.15	3692	1350	4874	4132	3483	3534
ENSMUSG00000038578.15	760	639	921	178	430	141
ENSMUSG00000038580.13	1458	1848	1171	554	9892	1059
ENSMUSG00000038582.15	3744	2779	3077	2486	2153	2116
ENSMUSG00000038583.13	0	0	0	0	2	3
ENSMUSG00000038587.9	93320	73549	81174	15908	14450	9245
ENSMUSG00000038591.3	0	3	0	1	2	0
ENSMUSG00000038593.18	4447	2645	4117	3541	4005	3509
ENSMUSG00000038594.9	564	523	497	2329	1746	1669
ENSMUSG00000038598.9	220	147	68	21	15	0
ENSMUSG00000038599.14	1	2	1	0	8	9
ENSMUSG00000038600.12	720	1023	351	89	82	51
ENSMUSG00000038602.7	227	136	374	7492	6131	5834
ENSMUSG00000038604.9	4910	2554	5582	5112	6887	4710
ENSMUSG00000038605.11	1805	1190	1778	7578	5654	8419
ENSMUSG00000038607.12	20	14	19	35	27	46
ENSMUSG00000038608.15	2	1	8	1116	544	281
ENSMUSG00000038611.17	10104	7922	8516	9752	10394	8757
ENSMUSG00000038612.16	48313	41879	37035	17600	16864	15762
ENSMUSG00000038615.17	28344	21229	27876	17335	17558	12623
ENSMUSG00000038618.12	5505	3790	4675	1417	1892	1583
ENSMUSG00000038619.12	10772	8234	8316	15434	12046	13928
ENSMUSG00000038622.8	3549	2753	2576	1472	1326	1360
ENSMUSG00000038623.9	1068	673	884	125	133	128
ENSMUSG00000038624.13	11	10	7	238	2574	53
ENSMUSG00000038628.8	2752	2222	1960	7530	5993	7837
ENSMUSG00000038630.8	34	22	22	126	93	45
ENSMUSG00000038633.5	14937	12068	14962	4077	5619	2022
ENSMUSG00000038637.15	469	486	439	1132	1123	1140
ENSMUSG00000038641.12	0	0	1	0	2	0
ENSMUSG00000038642.10	24	35	41	0	6	1
ENSMUSG00000038644.14	19388	15641	15499	3461	4630	2238
ENSMUSG00000038646.13	4189	3128	3467	2762	2676	2485
ENSMUSG00000038648.5	4132	1852	4271	2569	5459	778
ENSMUSG00000038650.15	7514	6203	7069	2671	3419	2151
ENSMUSG00000038651.15	42	65	21	35	16	0
ENSMUSG00000038656.5	0	0	0	0	0	0
ENSMUSG00000038658.15	6381	4153	5487	7087	7068	5027
ENSMUSG00000038663.7	7	6	6	2	3	1
ENSMUSG00000038664.16	6471	5242	5529	25793	20691	20280
ENSMUSG00000038665.15	27	39	21	1148	582	610
ENSMUSG00000038668.14	512	385	632	2747	2015	405
ENSMUSG00000038670.11	304	199	259	1	7	0
ENSMUSG00000038671.15	4274	3436	3560	5161	4919	4654
ENSMUSG00000038676.6	21	9	11	2	9	0
ENSMUSG00000038677.13	9325	3855	10541	3126	3885	4678
ENSMUSG00000038679.16	814	932	481	2775	1899	1543
ENSMUSG00000038683.16	10163	7627	7351	4653	4950	3765
ENSMUSG00000038685.18	5447	4959	4380	4545	5296	3671
ENSMUSG00000038690.15	14912	13501	10876	10790	9644	9193
ENSMUSG00000038691.5	0	0	1	0	0	0
ENSMUSG00000038692.8	109	43	74	5177	4778	8912
ENSMUSG00000038695.13	1457	1116	1268	1440	1759	1288
ENSMUSG00000038696.14	3634	2416	3307	7854	5821	5876
ENSMUSG00000038697.15	8112	9133	5113	3590	3641	2106
ENSMUSG00000038700.4	9	4	8	10370	8702	24914
ENSMUSG00000038702.6	1313	945	1455	1436	816	537
ENSMUSG00000038704.12	2	2	1	515	428	385
ENSMUSG00000038705.13	2799	2520	2328	4168	3938	3332
ENSMUSG00000038708.10	11826	8176	9952	9357	10407	7924
ENSMUSG00000038709.14	0	0	0	0	0	0
ENSMUSG00000038712.16	4107	3954	2708	3919	3719	3776
ENSMUSG00000038717.8	14759	13277	11541	10464	9920	9396
ENSMUSG00000038718.15	1205	728	1380	36017	22711	27514
ENSMUSG00000038721.8	50	16	29	9655	7172	8023
ENSMUSG00000038722.17	5498	4089	4139	6722	6424	6081
ENSMUSG00000038725.13	11	12	1	75	103	61
ENSMUSG00000038729.23	22	9	21	14	15	4
ENSMUSG00000038732.15	714	629	693	137	186	51
ENSMUSG00000038733.13	19920	10969	19828	24958	20960	19028
ENSMUSG00000038736.10	5853	4732	4528	2445	2810	1997
ENSMUSG00000038738.15	354	282	337	13679	9640	10990
ENSMUSG00000038740.9	2332	1316	2170	19346	12684	17314
ENSMUSG00000038742.7	399	412	288	387	318	233
ENSMUSG00000038745.15	4	8	2	7	10	7
ENSMUSG00000038750.12	0	1	1	0	0	0
ENSMUSG00000038751.5	8	14	12	14	59	2
ENSMUSG00000038754.4	2	4	1	1	0	0
ENSMUSG00000038756.13	1219	877	550	171	95	15
ENSMUSG00000038759.15	17115	14293	14304	10243	11022	7892
ENSMUSG00000038760.14	0	0	0	275	48	7
ENSMUSG00000038762.15	15890	13249	11416	10377	10473	9054
ENSMUSG00000038763.12	1212	1872	670	82	302	27
ENSMUSG00000038764.14	3629	3701	2413	1185	1149	754
ENSMUSG00000038765.13	333	306	272	17761	11772	8120
ENSMUSG00000038766.16	3938	4409	2786	3808	4062	2856
ENSMUSG00000038768.8	3	4	2	1	1	1
ENSMUSG00000038770.17	5	8	3	3	4	3
ENSMUSG00000038773.11	12407	10549	9691	12978	11709	10864
ENSMUSG00000038774.9	3976	3176	3461	3844	3669	2776
ENSMUSG00000038775.14	5784	3570	4515	298	472	137
ENSMUSG00000038776.13	2753	1519	2053	404	389	65
ENSMUSG00000038777.19	2150	1540	2538	11639	11127	13051
ENSMUSG00000038780.14	3994	2852	3644	9747	8135	8015
ENSMUSG00000038781.6	1824	1284	1937	147	223	154
ENSMUSG00000038782.6	90	57	123	56	69	57
ENSMUSG00000038784.13	3070	2587	2510	3139	2954	2824
ENSMUSG00000038791.14	0	0	0	0	0	0
ENSMUSG00000038793.8	18396	16076	28715	339	652	137
ENSMUSG00000038797.13	477	306	462	2652	2028	2524
ENSMUSG00000038801.6	1	2	0	0	0	0
ENSMUSG00000038803.7	8393	5597	6909	3089	3850	2413
ENSMUSG00000038805.10	5	6	3	16	15	4
